518410,91.19990017469428,43.992702770152235,34.914050411779385,5.039430995757424
518420,91.26994017946161,44.00285144566301,34.92392821535393,5.03988035892323
518430,91.29508605637317,44.000850586181095,34.92042654028436,5.041406834622101
518440,91.35046146171115,43.98741332002994,34.91498129209279,5.040658518333749
518450,91.30991529646238,43.99475087194818,34.91703288490284,5.038614848031888
518460,91.37163509471586,43.99355682951146,34.91604436689931,6.296111665004985
518470,91.39800747198008,43.98561892901619,34.910124533001245,6.293399750933998
518480,91.39925280199253,43.98570610211706,34.91019178082192,6.293399750933998
518490,91.36764705882354,43.979840478564306,34.904847956131604,6.294616151545364
518500,91.28799600698777,43.99427002745196,34.91872972298478,6.2997254804092835
518510,91.20549313358302,43.98311111111111,34.910486891385766,6.300124843945069
518520,91.26175,44.008255,34.93024,4.7025
518530,91.04009020295665,44.01132798797294,34.93688048108243,4.687296416938111
518540,90.9752870693959,44.0026660009985,34.92623814278582,4.701697453819271
518550,90.99175824175825,44.01877622377622,34.939712787212784,4.7027972027972025
518560,90.92472582253241,43.995488534396806,34.91871884346959,4.698155533399801
518570,90.90079760717846,43.99558075772682,34.91884346959122,4.698155533399801
518580,90.89069129024207,43.98341152982281,34.90743199401048,4.3780883453955575
518590,90.8980558325025,43.99415004985045,34.91834247258225,4.377617148554337
518600,90.93670570645402,43.99680787440818,34.91997009718415,4.377523050087216
518610,90.9375,43.96973393574297,34.894959839357426,4.378514056224899
518620,90.9807884231537,43.991933632734536,34.91700848303393,4.376746506986028
518630,91.0326520438684,43.98610169491525,34.90924227318046,4.375124626121635
518640,91.01993521056566,43.98453276850237,34.909147769748316,3.9257413406429107
518650,90.97607774732121,43.98778968352853,34.91322950411164,3.926987291303264
518660,90.91310861423221,43.97656928838951,34.90080649188515,3.9275905118601746
518670,90.92021939665919,43.97740463724757,34.906571927200204,3.926452256295188
518680,91.23418036870952,43.98329347284504,34.90895366218236,3.9267563527653215
518690,91.26756352765321,43.98809915296463,34.912887394120574,3.9260089686098656
518700,91.34081276489654,43.99450012465719,34.916883570182,4.039142358514086
518710,91.30339321357286,44.00431886227545,34.926506986027945,4.041666666666667
518720,91.35528292438659,43.980851276915374,34.90339258888332,4.033800701051577
518730,91.6388334995015,43.99618893320039,34.91860667996012,4.03938185443669
518740,91.67214748380668,43.9973692077728,34.920313901345295,4.0391131041355255
518750,91.68046894487404,44.00499875280619,34.92717136443003,4.042155150910451
518760,91.82443890274314,44.01071072319202,34.929538653366585,4.546882793017456
518770,92.1643391521197,44.00215960099751,34.9239825436409,4.545386533665836
518780,92.51472055888223,44.00544411177645,34.925985528942114,4.544411177644711
518790,92.72400897531787,43.9967140363999,34.920029917726254,4.545001246571927
518800,92.86995515695067,43.998413054309914,34.92110612855008,4.5440956651718984
518810,92.77578475336323,43.99860488290982,34.921263079222726,4.5440956651718984
518820,92.82622787334829,43.991254051358766,34.91271254051359,4.573173772126652
518830,92.87637088733798,43.9969965104686,34.91924227318046,4.575024925224327
518840,92.9055333998006,43.9989332003988,34.92128364905284,4.575024925224327
518850,92.97508098679292,43.998691751806625,34.920617991527536,4.574134064291054
518860,92.86241276171485,43.99700897308076,34.91819292123629,4.5740279162512465
518870,92.70174563591023,43.99528927680797,34.91948379052369,4.576059850374065
518880,92.56123991935483,43.96782762096774,34.88726058467742,6.988155241935484
518890,92.18976279650437,44.00425218476904,34.925772784019976,6.974531835205992
518900,91.70822816759213,44.007513881877834,34.93413932357395,6.992680464411913
